AppointmentID,ClinicID,PetID,ClientID,VeterinarianID,AppointmentDate,AppointmentTime,AppointmentType,BookingChannel,AppointmentStatus,ScheduledMinutes,ActualMinutes,WaitTimeMinutes,PrimaryDiagnosis,NewPatientVisit,FollowUpRecommended,SatisfactionScore
A0000205,CL007,P011866,C007885,EMP0157,2025-05-28,16:00,Sick Visit,Mobile App,Cancelled,30,,,,No,No,
A0000206,CL005,P001772,C001177,EMP0109,2024-06-14,10:30,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0000207,CL006,P007821,C005209,EMP0134,2024-08-28,09:15,Follow-up,Online,Completed,20,26,21,Routine/Healthy,No,No,
A0000208,CL005,P001196,C000801,EMP0107,2025-05-29,11:45,Wellness,Phone,Completed,30,29,0,Gastrointestinal Upset,No,No,
A0000209,CL009,P000582,C000399,EMP0215,2025-08-07,16:45,Surgery,Phone,Completed,150,162,4,Urinary Tract Disease,No,No,5
A0000210,CL005,P011182,C007437,EMP0130,2024-11-18,13:15,Wellness,Online,Cancelled,30,,,,No,No,
A0000211,CL007,P007548,C005035,EMP0174,2024-12-05,08:00,Vaccination,Phone,No Show,20,,,,No,No,
A0000212,CL004,P011702,C007777,EMP0082,2024-06-05,11:30,Specialty Consult,Phone,Completed,60,66,26,Gastrointestinal Upset,No,No,5
A0000213,CL011,P007315,C004891,EMP0257,2025-04-05,10:15,Follow-up,Online,No Show,20,,,,No,No,
A0000214,CL009,P005045,C003372,EMP0201,2024-05-04,08:45,Vaccination,Online,Completed,20,21,21,Lameness/Arthritis,No,No,4
A0000215,CL009,P011580,C007695,EMP0214,2024-03-15,11:00,Wellness,Phone,Completed,30,11,12,Dental Disease,No,No,5
A0000216,CL004,P007582,C005053,EMP0099,2024-03-11,11:15,Wellness,In Person,Cancelled,30,,,,No,No,
A0000217,CL010,P001865,C001243,EMP0226,2025-07-30,18:45,Sick Visit,In Person,Cancelled,30,,,,No,No,
A0000218,CL006,P009557,C006353,EMP0132,2025-08-01,12:15,Sick Visit,Online,Completed,30,29,0,Lameness/Arthritis,No,Yes,5
A0000219,CL002,P006651,C004453,EMP0034,2024-11-20,13:00,Follow-up,Online,Completed,20,24,18,Dental Disease,No,No,4
A0000220,CL010,P012423,C008253,EMP0226,2025-02-24,13:45,Wellness,Online,Completed,30,28,0,Otitis Externa,No,No,4
A0000221,CL001,P007514,C005014,EMP0015,2024-01-10,10:00,Sick Visit,In Person,No Show,30,,,,No,No,
A0000222,CL005,P006431,C004307,EMP0122,2024-01-23,13:45,Wellness,Phone,Cancelled,30,,,,No,No,
A0000223,CL005,P005807,C003892,EMP0123,2024-08-13,10:00,Wellness,Online,No Show,30,,,,No,No,
A0000224,CL002,P005057,C003379,EMP0034,2024-08-04,11:15,Wellness,In Person,Cancelled,30,,,,No,No,
A0000225,CL012,P011657,C007746,EMP0289,2024-07-18,09:45,Sick Visit,Mobile App,Completed,30,29,0,Dermatitis/Allergy,No,No,4
A0000226,CL007,P005654,C003798,EMP0165,2024-10-22,08:45,Wellness,Online,Completed,30,34,18,Routine/Healthy,No,No,5
A0000227,CL003,P003780,C002499,EMP0062,2025-08-20,11:45,Wellness,Mobile App,Cancelled,30,,,,Yes,No,
A0000228,CL007,P010560,C007005,EMP0162,2024-03-09,14:00,Vaccination,Phone,Completed,20,16,17,Upper Respiratory Infection,No,No,5
A0000229,CL007,P012009,C007978,EMP0174,2024-09-14,11:15,Wellness,Phone,No Show,30,,,,No,No,
A0000230,CL004,P003262,C002163,EMP0085,2024-04-08,18:00,Dental,Phone,Completed,120,133,16,Dental Disease,Yes,No,5
A0000231,CL002,P009422,C006268,EMP0032,2024-04-04,11:15,Follow-up,In Person,Completed,20,25,21,Routine/Healthy,No,Yes,5
A0000232,CL008,P005151,C003439,EMP0195,2024-07-26,15:45,Surgery,Phone,Completed,150,137,27,Gastrointestinal Upset,No,Yes,5
A0000233,CL009,P009259,C006155,EMP0215,2025-08-18,12:00,Wellness,Mobile App,Completed,30,35,26,Upper Respiratory Infection,No,No,5
A0000234,CL009,P002881,C001914,EMP0203,2024-10-29,10:15,Sick Visit,In Person,Completed,30,24,15,Trauma,No,No,5
A0000235,CL009,P012318,C008177,EMP0215,2025-08-05,17:30,Sick Visit,Online,Completed,30,23,6,Kidney Disease,No,No,4
A0000236,CL007,P012779,C008493,EMP0160,2024-08-06,13:45,Wellness,Online,Completed,30,37,0,Dental Disease,No,Yes,5
A0000237,CL009,P010016,C006663,EMP0210,2024-01-03,09:00,Sick Visit,Phone,Completed,30,30,29,Gastrointestinal Upset,Yes,No,5
A0000238,CL009,P002073,C001383,EMP0206,2024-05-02,11:15,Follow-up,Phone,No Show,20,,,,No,No,
A0000239,CL005,P002332,C001559,EMP0130,2024-06-22,11:30,Sick Visit,In Person,Completed,30,38,24,Dermatitis/Allergy,No,No,4
A0000240,CL011,P004557,C003025,EMP0250,2024-08-14,17:45,Sick Visit,Online,Completed,30,30,24,Heart Disease,No,No,4
A0000241,CL012,P002174,C001450,EMP0277,2025-04-22,11:45,Follow-up,In Person,Completed,20,22,13,Otitis Externa,No,No,5
A0000242,CL007,P000894,C000613,EMP0163,2025-12-31,12:00,Sick Visit,Mobile App,Completed,30,36,27,Gastrointestinal Upset,No,Yes,4
A0000243,CL010,P004048,C002683,EMP0229,2025-12-05,10:30,Wellness,Mobile App,Completed,30,35,24,Otitis Externa,No,No,4
A0000244,CL011,P004317,C002877,EMP0251,2025-03-17,15:30,Surgery,Online,No Show,150,,,,No,No,
A0000245,CL011,P009237,C006140,EMP0266,2025-10-01,13:15,Follow-up,In Person,Completed,20,14,0,Dermatitis/Allergy,No,No,
A0000246,CL006,P003253,C002158,EMP0135,2024-03-11,09:00,Sick Visit,Phone,Completed,30,17,0,Dermatitis/Allergy,No,Yes,
A0000247,CL002,P000112,C000076,EMP0033,2025-07-16,10:45,Dental,In Person,Completed,120,134,22,Kidney Disease,No,No,5
A0000248,CL003,P000412,C000286,EMP0065,2025-05-07,12:45,Specialty Consult,Mobile App,No Show,60,,,,No,No,
A0000249,CL009,P009961,C006631,EMP0207,2025-08-16,14:45,Vaccination,In Person,Completed,20,25,7,Gastrointestinal Upset,No,No,4
A0000250,CL010,P006135,C004117,EMP0226,2025-06-04,18:15,Vaccination,Phone,Completed,20,14,26,Urinary Tract Disease,No,No,5
A0000251,CL003,P005827,C003903,EMP0062,2024-05-21,11:30,Follow-up,Mobile App,No Show,20,,,,Yes,No,
A0000252,CL002,P002829,C001884,EMP0041,2024-04-30,09:30,Sick Visit,Mobile App,Completed,30,31,11,Kidney Disease,No,No,4
A0000253,CL007,P000192,C000129,EMP0164,2024-08-12,13:15,Wellness,Online,Completed,30,41,22,Routine/Healthy,No,No,
A0000254,CL006,P007163,C004793,EMP0134,2024-10-23,16:45,Wellness,Online,Completed,30,31,3,Mass/Neoplasia,No,No,5
A0000255,CL003,P012026,C007991,EMP0068,2025-05-05,11:45,Surgery,In Person,Completed,150,148,0,Routine/Healthy,No,Yes,
A0000256,CL005,P004951,C003302,EMP0109,2025-01-07,17:45,Sick Visit,Phone,No Show,30,,,,No,No,
A0000257,CL008,P001122,C000754,EMP0182,2024-05-25,11:00,Follow-up,In Person,Completed,20,20,18,Diabetes,No,No,5
A0000258,CL007,P007472,C004988,EMP0162,2024-08-10,16:30,Wellness,Phone,Completed,30,24,19,Dental Disease,No,No,5
A0000259,CL005,P010672,C007081,EMP0115,2025-10-01,09:30,Emergency,Mobile App,Completed,60,91,25,Kidney Disease,No,No,5
A0000260,CL010,P008957,C005955,EMP0223,2024-05-18,10:45,Emergency,Online,Completed,60,51,18,Urinary Tract Disease,Yes,No,5
A0000261,CL002,P001794,C001190,EMP0045,2025-09-06,13:45,Surgery,Online,Cancelled,150,,,,No,No,
A0000262,CL008,P007585,C005055,EMP0186,2024-05-14,12:30,Follow-up,Phone,No Show,20,,,,No,No,
A0000263,CL006,P005340,C003572,EMP0146,2024-01-11,14:00,Follow-up,In Person,Completed,20,22,18,Routine/Healthy,No,Yes,5
A0000264,CL008,P010721,C007116,EMP0190,2025-10-03,09:15,Follow-up,Mobile App,Completed,20,14,5,Mass/Neoplasia,No,No,4
A0000265,CL003,P009668,C006425,EMP0068,2025-12-08,17:15,Sick Visit,Online,Completed,30,28,19,Trauma,No,No,5
A0000266,CL004,P006610,C004427,EMP0088,2025-05-08,08:00,Sick Visit,Mobile App,Completed,30,32,12,Routine/Healthy,Yes,No,3
A0000267,CL006,P001273,C000848,EMP0131,2024-07-09,08:45,Wellness,Phone,Cancelled,30,,,,No,No,
A0000268,CL007,P004416,C002935,EMP0157,2024-01-12,13:30,Emergency,Online,Completed,60,62,39,Otitis Externa,No,No,4
A0000269,CL012,P000417,C000288,EMP0277,2024-03-01,11:15,Sick Visit,In Person,Completed,30,33,15,Urinary Tract Disease,No,No,5
A0000270,CL003,P002081,C001389,EMP0073,2024-08-23,11:00,Vaccination,Online,Completed,20,11,15,Mass/Neoplasia,No,Yes,4
A0000271,CL002,P002438,C001628,EMP0032,2025-11-24,12:15,Wellness,Online,Completed,30,29,4,Otitis Externa,Yes,Yes,5
A0000272,CL010,P009875,C006566,EMP0238,2025-10-31,18:00,Sick Visit,In Person,Completed,30,26,17,Routine/Healthy,No,No,4
A0000273,CL001,P001004,C000681,EMP0029,2025-05-24,17:15,Surgery,Phone,Completed,150,194,5,Dental Disease,No,Yes,5
A0000274,CL001,P011276,C007498,EMP0026,2025-05-19,15:00,Surgery,Online,Completed,150,120,7,Lameness/Arthritis,No,No,
A0000275,CL007,P002593,C001715,EMP0157,2024-02-16,14:45,Emergency,Phone,Completed,60,75,40,Dermatitis/Allergy,No,No,5
A0000276,CL006,P007401,C004942,EMP0150,2025-05-06,08:00,Wellness,In Person,Cancelled,30,,,,No,No,
A0000277,CL006,P011886,C007896,EMP0150,2024-02-15,15:30,Surgery,In Person,Cancelled,150,,,,Yes,No,
A0000278,CL012,P006892,C004616,EMP0286,2025-03-04,16:15,Dental,Phone,Completed,120,97,0,Lameness/Arthritis,No,Yes,5
A0000279,CL011,P005209,C003475,EMP0255,2025-06-25,10:00,Dental,Online,Completed,120,104,0,Gastrointestinal Upset,No,No,3
A0000280,CL010,P011496,C007641,EMP0230,2025-11-05,17:45,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0000281,CL001,P007810,C005200,EMP0020,2024-03-12,12:00,Vaccination,Mobile App,Completed,20,19,13,Lameness/Arthritis,No,No,5
A0000282,CL006,P001123,C000754,EMP0131,2024-03-02,12:45,Dental,Mobile App,Completed,120,150,0,Routine/Healthy,No,Yes,4
A0000283,CL005,P002077,C001385,EMP0124,2025-05-04,08:15,Sick Visit,Phone,Cancelled,30,,,,Yes,No,
A0000284,CL011,P005131,C003427,EMP0247,2024-12-19,11:15,Sick Visit,In Person,Cancelled,30,,,,Yes,No,
A0000285,CL009,P009156,C006088,EMP0207,2025-09-30,15:00,Sick Visit,Online,Completed,30,30,16,Routine/Healthy,No,Yes,5
A0000286,CL010,P012560,C008347,EMP0227,2024-10-18,10:15,Specialty Consult,In Person,Completed,60,72,26,Lameness/Arthritis,No,Yes,5
A0000287,CL011,P000149,C000101,EMP0250,2024-11-09,09:00,Sick Visit,Mobile App,Completed,30,40,14,Routine/Healthy,No,No,5
A0000288,CL010,P011793,C007836,EMP0230,2025-09-18,15:45,Sick Visit,In Person,Completed,30,47,18,Lameness/Arthritis,No,No,4
A0000289,CL008,P001362,C000913,EMP0181,2024-03-29,11:30,Vaccination,Phone,Cancelled,20,,,,No,No,
A0000290,CL001,P004236,C002816,EMP0015,2024-09-04,17:45,Sick Visit,Phone,Completed,30,27,18,Other,No,No,1
A0000291,CL007,P010170,C006763,EMP0165,2025-07-31,10:45,Sick Visit,Phone,Completed,30,31,21,Routine/Healthy,No,No,5
A0000292,CL012,P002871,C001911,EMP0289,2025-10-25,13:15,Surgery,Phone,Cancelled,150,,,,No,No,
A0000293,CL011,P000004,C000002,EMP0247,2025-07-06,10:30,Sick Visit,Mobile App,Completed,30,34,7,Trauma,No,Yes,
A0000294,CL008,P011062,C007355,EMP0181,2024-08-19,13:00,Dental,Online,Completed,120,140,17,Routine/Healthy,No,No,4
A0000295,CL006,P007446,C004969,EMP0146,2025-02-11,11:15,Specialty Consult,Mobile App,Completed,60,66,20,Dermatitis/Allergy,No,No,4
A0000296,CL006,P010958,C007280,EMP0144,2024-06-10,11:30,Follow-up,In Person,Completed,20,21,17,Other,Yes,No,5
A0000297,CL008,P004577,C003041,EMP0193,2024-02-28,11:45,Wellness,Mobile App,No Show,30,,,,Yes,No,
A0000298,CL004,P012572,C008354,EMP0099,2024-11-29,13:30,Wellness,Mobile App,Completed,30,38,21,Upper Respiratory Infection,No,Yes,4
A0000299,CL006,P004904,C003270,EMP0134,2024-05-01,11:00,Follow-up,Phone,Cancelled,20,,,,No,No,
A0000300,CL008,P007170,C004796,EMP0191,2025-04-25,10:15,Dental,Phone,Completed,120,143,16,Upper Respiratory Infection,No,Yes,4
A0000301,CL010,P009222,C006130,EMP0226,2025-01-30,17:00,Follow-up,In Person,Completed,20,24,13,Trauma,No,Yes,5
A0000302,CL001,P011870,C007887,EMP0016,2024-10-19,10:15,Surgery,Phone,Completed,150,77,6,Other,No,No,5
A0000303,CL008,P003881,C002566,EMP0194,2025-11-19,16:00,Vaccination,Mobile App,Completed,20,13,19,Upper Respiratory Infection,No,Yes,5
A0000304,CL009,P008514,C005681,EMP0207,2024-09-23,13:30,Emergency,Phone,Cancelled,60,,,,No,No,
A0000305,CL011,P008498,C005669,EMP0255,2024-10-31,17:30,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0000306,CL006,P012340,C008192,EMP0149,2025-11-18,11:30,Sick Visit,In Person,Completed,30,37,16,Routine/Healthy,No,No,5
A0000307,CL012,P004419,C002937,EMP0291,2024-06-01,16:00,Wellness,Mobile App,Completed,30,21,20,Diabetes,No,No,5
A0000308,CL011,P011228,C007463,EMP0250,2024-04-28,08:45,Wellness,Online,Completed,30,36,13,Urinary Tract Disease,No,Yes,4
A0000309,CL012,P011656,C007745,EMP0278,2025-04-05,12:45,Specialty Consult,Phone,Completed,60,47,9,Upper Respiratory Infection,No,Yes,5
A0000310,CL004,P000507,C000348,EMP0084,2024-07-02,09:15,Wellness,In Person,Completed,30,52,13,Dental Disease,No,No,5
A0000311,CL011,P004595,C003053,EMP0256,2025-03-20,10:45,Sick Visit,Mobile App,Completed,30,34,11,Trauma,No,Yes,
A0000312,CL012,P010783,C007159,EMP0281,2024-09-21,12:15,Wellness,Mobile App,No Show,30,,,,No,No,
A0000313,CL010,P011185,C007438,EMP0230,2025-10-18,17:30,Surgery,Phone,Completed,150,146,22,Upper Respiratory Infection,No,No,4
A0000314,CL012,P009255,C006152,EMP0274,2024-09-27,15:30,Sick Visit,Mobile App,Completed,30,32,15,Gastrointestinal Upset,No,No,4
A0000315,CL002,P001899,C001264,EMP0031,2024-03-07,17:15,Follow-up,In Person,Completed,20,12,7,Dermatitis/Allergy,No,No,3
A0000316,CL005,P008270,C005516,EMP0111,2025-04-16,08:15,Specialty Consult,Online,No Show,60,,,,No,No,
A0000317,CL008,P004320,C002878,EMP0194,2024-09-16,11:45,Surgery,Mobile App,Completed,150,138,24,Gastrointestinal Upset,Yes,No,4
A0000318,CL008,P011896,C007905,EMP0175,2025-09-03,10:15,Dental,In Person,Cancelled,120,,,,No,No,
A0000319,CL008,P003778,C002498,EMP0182,2024-09-16,11:15,Vaccination,Mobile App,Completed,20,19,26,Dermatitis/Allergy,No,No,5
A0000320,CL003,P008477,C005658,EMP0070,2024-12-20,17:15,Vaccination,In Person,No Show,20,,,,No,No,
A0000321,CL007,P009888,C006576,EMP0174,2024-01-15,09:00,Wellness,Mobile App,No Show,30,,,,No,No,
A0000322,CL004,P007375,C004928,EMP0085,2024-12-26,11:00,Vaccination,Online,Completed,20,18,33,Routine/Healthy,No,No,5
A0000323,CL009,P008196,C005468,EMP0207,2024-11-19,09:45,Sick Visit,Phone,Completed,30,22,13,Heart Disease,No,No,5
A0000324,CL002,P009356,C006225,EMP0032,2024-08-24,08:45,Sick Visit,Phone,Completed,30,32,5,Dermatitis/Allergy,No,No,5
A0000325,CL004,P004194,C002781,EMP0085,2025-01-14,09:30,Sick Visit,Online,Completed,30,28,9,Routine/Healthy,No,No,
A0000326,CL008,P001036,C000702,EMP0194,2025-07-06,15:15,Sick Visit,In Person,Completed,30,27,10,Dermatitis/Allergy,No,No,5
A0000327,CL002,P005273,C003523,EMP0033,2024-06-12,13:30,Wellness,Online,No Show,30,,,,No,No,
A0000328,CL012,P010893,C007230,EMP0285,2025-01-08,15:00,Sick Visit,In Person,Completed,30,31,5,Lameness/Arthritis,No,Yes,5
A0000329,CL006,P002625,C001737,EMP0150,2025-07-25,10:00,Dental,Online,No Show,120,,,,No,No,
A0000330,CL012,P009386,C006242,EMP0293,2025-09-29,09:45,Follow-up,Mobile App,Completed,20,14,14,Gastrointestinal Upset,No,No,5
A0000331,CL001,P008072,C005385,EMP0026,2024-07-30,13:15,Sick Visit,Online,Completed,30,26,32,Routine/Healthy,No,No,4
A0000332,CL005,P012256,C008139,EMP0126,2025-01-30,11:30,Emergency,In Person,Completed,60,64,35,Routine/Healthy,No,No,4
A0000333,CL009,P011564,C007686,EMP0215,2024-07-31,12:15,Sick Visit,Phone,Completed,30,32,18,Lameness/Arthritis,No,Yes,5
A0000334,CL006,P006291,C004222,EMP0133,2025-07-23,12:45,Wellness,In Person,Completed,30,20,2,Urinary Tract Disease,No,Yes,4
A0000335,CL003,P004766,C003176,EMP0072,2025-02-09,13:30,Wellness,In Person,Cancelled,30,,,,No,No,
A0000336,CL005,P004054,C002686,EMP0113,2024-12-18,11:30,Specialty Consult,In Person,Completed,60,45,6,Upper Respiratory Infection,Yes,Yes,
A0000337,CL003,P010709,C007107,EMP0057,2025-09-12,15:00,Sick Visit,Mobile App,Completed,30,31,10,Otitis Externa,No,No,4
A0000338,CL011,P004979,C003323,EMP0247,2025-12-26,14:45,Wellness,In Person,Completed,30,33,14,Gastrointestinal Upset,No,No,4
A0000339,CL008,P009274,C006165,EMP0195,2024-11-05,08:00,Wellness,Mobile App,Completed,30,30,17,Routine/Healthy,Yes,No,5
A0000340,CL004,P001821,C001210,EMP0092,2025-11-26,08:30,Sick Visit,Phone,Completed,30,39,12,Kidney Disease,No,No,5
A0000341,CL005,P004889,C003257,EMP0130,2025-09-19,15:30,Sick Visit,Phone,Completed,30,28,20,Otitis Externa,No,No,5
A0000342,CL001,P002202,C001473,EMP0029,2024-10-30,11:00,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0000343,CL005,P009352,C006221,EMP0111,2024-02-13,12:30,Emergency,Mobile App,Completed,60,65,19,Diabetes,No,Yes,4
A0000344,CL011,P011107,C007388,EMP0251,2025-01-10,13:00,Sick Visit,In Person,Cancelled,30,,,,No,No,
A0000345,CL011,P003381,C002244,EMP0266,2025-03-17,13:30,Emergency,In Person,No Show,60,,,,No,No,
A0000346,CL012,P001577,C001056,EMP0289,2025-09-05,15:45,Wellness,In Person,Completed,30,35,13,Lameness/Arthritis,No,Yes,4
A0000347,CL009,P004916,C003279,EMP0206,2024-07-03,11:45,Follow-up,In Person,Cancelled,20,,,,No,No,
A0000348,CL007,P000077,C000052,EMP0160,2025-07-30,13:00,Wellness,Phone,Completed,30,34,16,Dermatitis/Allergy,No,No,4
A0000349,CL010,P011219,C007458,EMP0238,2025-05-27,11:45,Vaccination,Mobile App,Completed,20,16,9,Dental Disease,No,No,
A0000350,CL006,P010925,C007255,EMP0146,2024-11-29,12:45,Wellness,Online,Completed,30,35,12,Upper Respiratory Infection,No,No,
A0000351,CL006,P002218,C001485,EMP0150,2025-06-13,11:00,Emergency,Phone,Completed,60,73,17,Routine/Healthy,No,No,5
A0000352,CL002,P010961,C007282,EMP0035,2025-07-12,13:00,Vaccination,In Person,Completed,20,11,21,Upper Respiratory Infection,No,No,4
A0000353,CL010,P003448,C002287,EMP0226,2025-12-16,08:00,Wellness,Phone,No Show,30,,,,No,No,
A0000354,CL012,P001609,C001074,EMP0281,2024-12-11,10:30,Sick Visit,Phone,Completed,30,26,7,Routine/Healthy,No,No,5
A0000355,CL009,P011195,C007443,EMP0215,2024-04-22,10:15,Dental,Online,No Show,120,,,,No,No,
A0000356,CL002,P005663,C003803,EMP0035,2025-12-01,09:30,Surgery,In Person,Completed,150,120,0,Dermatitis/Allergy,No,No,
A0000357,CL007,P004966,C003312,EMP0162,2024-09-02,12:00,Emergency,Mobile App,No Show,60,,,,No,No,
A0000358,CL009,P003681,C002438,EMP0210,2024-05-29,11:00,Wellness,Mobile App,No Show,30,,,,No,No,
A0000359,CL002,P008161,C005442,EMP0041,2024-05-30,11:45,Sick Visit,Mobile App,Completed,30,36,19,Otitis Externa,No,No,5
A0000360,CL008,P001546,C001038,EMP0190,2025-07-17,08:30,Specialty Consult,Online,No Show,60,,,,No,No,
A0000361,CL008,P007997,C005334,EMP0175,2025-12-24,10:30,Wellness,Mobile App,Completed,30,34,19,Trauma,No,Yes,5
A0000362,CL010,P008462,C005649,EMP0229,2024-11-22,12:15,Emergency,In Person,No Show,60,,,,No,No,
A0000363,CL001,P006841,C004579,EMP0008,2025-06-27,08:30,Wellness,Mobile App,Completed,30,23,19,Trauma,Yes,No,4
A0000364,CL009,P010317,C006849,EMP0203,2025-07-14,17:45,Wellness,Online,Cancelled,30,,,,Yes,No,
A0000365,CL006,P012342,C008193,EMP0135,2024-02-23,17:00,Wellness,Phone,Completed,30,33,5,Heart Disease,Yes,No,4
A0000366,CL006,P009810,C006523,EMP0131,2024-04-06,15:30,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0000367,CL004,P009073,C006029,EMP0082,2024-04-26,08:15,Follow-up,Online,Completed,20,19,7,Routine/Healthy,No,Yes,5
A0000368,CL005,P004032,C002672,EMP0118,2025-02-15,18:15,Specialty Consult,Online,No Show,60,,,,No,No,
A0000369,CL012,P007086,C004739,EMP0293,2025-11-02,13:30,Follow-up,Phone,Completed,20,32,5,Routine/Healthy,No,Yes,5
A0000370,CL004,P002500,C001660,EMP0097,2024-08-30,09:00,Follow-up,Phone,No Show,20,,,,No,No,
A0000371,CL004,P002009,C001342,EMP0085,2024-02-14,16:45,Wellness,In Person,Completed,30,25,17,Mass/Neoplasia,No,No,4
A0000372,CL008,P011197,C007443,EMP0182,2025-10-07,11:30,Wellness,Mobile App,No Show,30,,,,No,No,
A0000373,CL005,P010051,C006685,EMP0130,2024-03-14,11:15,Sick Visit,Online,Completed,30,32,7,Routine/Healthy,No,No,4
A0000374,CL007,P012244,C008130,EMP0163,2025-05-23,12:15,Dental,Online,Cancelled,120,,,,No,No,
A0000375,CL008,P003866,C002558,EMP0193,2025-10-29,09:00,Sick Visit,In Person,Cancelled,30,,,,Yes,No,
A0000376,CL002,P009965,C006633,EMP0037,2025-04-18,09:00,Sick Visit,Mobile App,Completed,30,28,15,Dermatitis/Allergy,No,No,5
A0000377,CL009,P010332,C006861,EMP0208,2024-04-24,14:15,Sick Visit,Mobile App,Completed,30,22,30,Routine/Healthy,No,No,5
A0000378,CL008,P012613,C008385,EMP0190,2025-10-11,10:45,Sick Visit,In Person,Completed,30,33,8,Lameness/Arthritis,No,No,5
A0000379,CL012,P000008,C000005,EMP0286,2025-09-27,13:45,Wellness,Phone,Completed,30,31,0,Dental Disease,Yes,No,5
A0000380,CL011,P009280,C006169,EMP0256,2024-02-10,09:45,Wellness,Phone,No Show,30,,,,No,No,
A0000381,CL009,P001719,C001141,EMP0206,2024-06-07,11:00,Dental,Mobile App,Completed,120,96,9,Routine/Healthy,No,No,4
A0000382,CL008,P003672,C002435,EMP0191,2025-07-04,09:15,Emergency,In Person,Completed,60,62,25,Gastrointestinal Upset,Yes,Yes,4
A0000383,CL007,P011465,C007624,EMP0174,2024-04-17,14:00,Wellness,Phone,No Show,30,,,,Yes,No,
A0000384,CL001,P001527,C001027,EMP0016,2024-08-25,08:00,Sick Visit,Online,Completed,30,23,11,Dermatitis/Allergy,No,No,3
A0000385,CL008,P009805,C006519,EMP0191,2025-09-15,09:00,Sick Visit,Phone,No Show,30,,,,No,No,
A0000386,CL003,P012759,C008477,EMP0070,2025-05-01,18:30,Wellness,In Person,Completed,30,30,7,Dermatitis/Allergy,No,No,5
A0000387,CL001,P008473,C005656,EMP0019,2025-01-13,13:15,Sick Visit,Mobile App,Completed,30,44,23,Urinary Tract Disease,No,Yes,5
A0000388,CL007,P001124,C000755,EMP0163,2025-05-01,10:30,Wellness,In Person,Completed,30,24,26,Kidney Disease,No,No,5
A0000389,CL010,P001472,C000989,EMP0227,2024-04-13,12:45,Sick Visit,Mobile App,Completed,30,39,5,Routine/Healthy,No,No,
A0000390,CL002,P010906,C007241,EMP0033,2025-10-30,14:45,Wellness,Phone,No Show,30,,,,No,No,
A0000391,CL008,P011572,C007691,EMP0181,2024-08-03,12:15,Wellness,In Person,Completed,30,19,16,Urinary Tract Disease,No,No,5
A0000392,CL009,P003632,C002409,EMP0208,2025-12-29,09:30,Wellness,Mobile App,No Show,30,,,,No,No,
A0000393,CL002,P007469,C004987,EMP0037,2025-06-06,11:15,Sick Visit,Phone,Completed,30,22,17,Heart Disease,No,No,4
A0000394,CL006,P009718,C006463,EMP0134,2025-07-05,10:30,Vaccination,In Person,Completed,20,15,21,Routine/Healthy,No,Yes,5
