PetID,ClientID,PetName,Species,Breed,Sex,SpayedNeutered,DateOfBirth,WeightLbs,InsuranceStatus,ChronicCondition,PetStatus
P000261,C000181,Coco,Dog,Boxer,Female,Yes,2024-10-19,9.1,Not Insured,None,Active
P000262,C000182,Lola,Rabbit,Mini Rex,Female,Yes,2015-05-02,8.6,Insured,None,Active
P000263,C000182,Stella,Cat,Bengal,Male,Yes,2017-09-18,12.1,Not Insured,None,Active
P000264,C000183,Buddy,Dog,Great Dane,Male,Yes,2015-11-30,48.2,Not Insured,None,Active
P000265,C000184,Poppy,Dog,French Bulldog,Male,Yes,2022-09-17,51.4,Insured,Allergies,Active
P000266,C000185,Charlie,Dog,Beagle,Female,Yes,2023-06-02,91.3,Not Insured,None,Active
P000267,C000186,Bear,Dog,Chihuahua,Male,Yes,2015-04-17,37.8,Not Insured,None,Active
P000268,C000186,Jasper,Dog,Beagle,Male,Yes,2020-09-06,30.0,Not Insured,Allergies,Active
P000269,C000187,Biscuit,Dog,Australian Shepherd,Female,Yes,2023-11-08,96.6,Insured,None,Active
P000270,C000188,Mochi,Cat,Bengal,Female,Yes,2019-12-25,10.7,Insured,Arthritis,Active
P000271,C000189,Winston,Dog,Chihuahua,Male,Yes,2023-08-05,40.4,Not Insured,None,Deceased
P000272,C000189,Charlie,Dog,Australian Shepherd,Female,Yes,2024-09-01,14.4,Not Insured,None,Active
P000273,C000190,Ginger,Cat,Bengal,Female,Yes,2021-03-05,5.8,Insured,None,Active
P000274,C000191,Mochi,Dog,Yorkshire Terrier,Female,Yes,2013-01-10,64.5,Not Insured,None,Active
P000275,C000192,Rosie,Dog,French Bulldog,Female,Yes,2019-01-30,53.4,Not Insured,None,Active
P000276,C000193,Mochi,Dog,Labrador Retriever,Female,Yes,2019-08-24,48.0,Not Insured,None,Active
P000277,C000193,Bella,Dog,Golden Retriever,Female,Yes,2010-01-12,66.2,Not Insured,None,Active
P000278,C000194,Max,Cat,Bengal,Male,Yes,2020-09-05,15.4,Insured,None,Active
P000279,C000195,Charlie,Dog,Boxer,Female,Yes,2023-11-10,39.2,Not Insured,None,Active
P000280,C000196,Hazel,Cat,Bengal,Male,Yes,2022-06-20,17.2,Not Insured,None,Deceased
P000281,C000196,Pepper,Dog,Chihuahua,Female,Yes,2025-10-06,53.1,Not Insured,Arthritis,Active
P000282,C000197,Willow,Cat,Persian,Female,Yes,2025-10-13,7.1,Not Insured,Kidney Disease,Active
P000283,C000198,Charlie,Dog,Boxer,Male,Yes,2021-03-17,20.2,Not Insured,Diabetes,Active
P000284,C000198,Milo,Dog,Yorkshire Terrier,Female,No,2017-09-09,18.6,Not Insured,None,Active
P000285,C000199,Rocky,Dog,Yorkshire Terrier,Female,Yes,2023-05-20,27.8,Insured,None,Active
P000286,C000199,Willow,Dog,Labrador Retriever,Female,Yes,2018-06-21,94.8,Not Insured,None,Active
P000287,C000200,Charlie,Dog,Mixed Breed,Male,No,2018-08-16,51.8,Not Insured,None,Active
P000288,C000201,Milo,Dog,Australian Shepherd,Female,Yes,2023-03-29,54.9,Not Insured,None,Active
P000289,C000202,Bear,Dog,Australian Shepherd,Male,Yes,2025-08-27,79.2,Not Insured,Heart Disease,Active
P000290,C000203,Buddy,Dog,Great Dane,Female,No,2018-09-08,97.9,Not Insured,None,Active
P000291,C000203,Bear,Dog,Chihuahua,Male,Yes,2022-07-21,81.4,Insured,None,Active
P000292,C000204,Max,Dog,Golden Retriever,Female,Yes,2016-09-14,60.0,Insured,None,Active
P000293,C000205,Ruby,Dog,Golden Retriever,Male,Yes,2012-02-25,27.6,Not Insured,None,Active
P000294,C000205,Buddy,Dog,Yorkshire Terrier,Male,No,2023-02-18,95.5,Not Insured,Diabetes,Active
P000295,C000206,Charlie,Dog,Poodle,Female,No,2016-10-12,21.1,Insured,None,Active
P000296,C000206,Leo,Dog,Yorkshire Terrier,Female,Yes,2012-08-24,70.2,Not Insured,Allergies,Active
P000297,C000206,Scout,Dog,Mixed Breed,Male,No,2019-06-13,14.7,Not Insured,None,Active
P000298,C000207,Blue,Cat,Persian,Female,Yes,2020-04-16,18.7,Not Insured,Allergies,Active
P000299,C000208,Ruby,Bird,Cockatiel,Female,Yes,2011-08-07,8.7,Not Insured,None,Active
P000300,C000209,Oliver,Dog,Chihuahua,Male,Yes,2013-04-06,20.3,Not Insured,Arthritis,Active
P000301,C000209,Ruby,Dog,Mixed Breed,Male,Yes,2015-03-22,76.9,Not Insured,None,Active
P000302,C000209,Max,Dog,Yorkshire Terrier,Female,Yes,2020-08-06,46.7,Insured,None,Active
P000303,C000210,Ginger,Dog,Labrador Retriever,Male,Yes,2021-10-02,81.1,Not Insured,None,Active
P000304,C000210,Rocky,Dog,Beagle,Male,Yes,2020-03-19,73.1,Insured,Heart Disease,Active
P000305,C000211,Duke,Reptile,Turtle,Female,Yes,2021-05-11,0.8,Not Insured,None,Active
P000306,C000211,Coco,Dog,Beagle,Male,No,2023-09-08,39.8,Not Insured,Arthritis,Active
P000307,C000212,Murphy,Cat,Domestic Longhair,Female,No,2019-02-07,7.6,Not Insured,Heart Disease,Active
P000308,C000213,Zoe,Dog,German Shepherd,Female,Yes,2019-05-31,28.2,Not Insured,Allergies,Active
P000309,C000213,Penny,Cat,Domestic Longhair,Male,Yes,2019-04-06,18.5,Not Insured,None,Active
P000310,C000214,Finn,Dog,German Shepherd,Male,No,2024-12-23,21.7,Not Insured,None,Inactive
P000311,C000215,Poppy,Dog,Australian Shepherd,Male,Yes,2023-07-23,15.4,Insured,Allergies,Active
P000312,C000216,Daisy,Dog,Labrador Retriever,Male,No,2020-12-05,83.6,Not Insured,None,Active
P000313,C000217,Sadie,Cat,Russian Blue,Male,Yes,2015-04-03,8.5,Not Insured,None,Active
P000314,C000217,Duke,Dog,Chihuahua,Female,Yes,2025-09-19,34.7,Insured,None,Active
P000315,C000217,Ginger,Dog,Poodle,Female,Yes,2023-08-16,9.1,Not Insured,Arthritis,Active
P000316,C000218,Murphy,Rabbit,Mini Rex,Male,Yes,2017-09-15,6.7,Not Insured,Allergies,Active
P000317,C000219,Winston,Dog,Labrador Retriever,Female,Yes,2014-10-03,49.9,Not Insured,None,Active
P000318,C000220,Scout,Dog,Yorkshire Terrier,Female,Yes,2024-01-22,64.0,Not Insured,None,Active
P000319,C000221,Rocky,Cat,Siamese,Male,Yes,2018-11-13,13.4,Not Insured,None,Active
P000320,C000221,Nala,Rabbit,Mixed Breed,Female,Yes,2015-03-27,1.2,Not Insured,Allergies,Active
P000321,C000222,Molly,Dog,German Shepherd,Male,Yes,2023-04-21,79.0,Not Insured,None,Active
P000322,C000223,Penny,Dog,Great Dane,Female,Yes,2022-09-23,28.9,Not Insured,None,Active
P000323,C000224,Buddy,Rabbit,Mixed Breed,Female,Yes,2014-07-24,5.9,Not Insured,None,Active
P000324,C000225,Teddy,Dog,Australian Shepherd,Male,Yes,2019-01-02,91.2,Not Insured,None,Active
P000325,C000226,Sadie,Dog,German Shepherd,Male,Yes,2014-09-26,29.1,Not Insured,None,Active
P000326,C000226,Penny,Dog,Mixed Breed,Male,Yes,2021-06-13,29.7,Not Insured,None,Active
P000327,C000227,Willow,Rabbit,Mini Rex,Male,Yes,2018-07-20,5.0,Insured,None,Active
P000328,C000227,Cooper,Rabbit,Mini Rex,Female,Yes,2020-08-15,9.8,Not Insured,None,Active
P000329,C000228,Ginger,Rabbit,Netherland Dwarf,Female,Yes,2024-07-10,1.5,Not Insured,None,Active
P000330,C000228,Winston,Cat,Domestic Longhair,Female,Yes,2019-03-09,6.5,Not Insured,Kidney Disease,Active
P000331,C000228,Stella,Dog,Poodle,Female,Yes,2014-11-16,40.4,Not Insured,None,Active
P000332,C000229,Hazel,Reptile,Turtle,Female,Yes,2019-10-05,2.1,Insured,None,Active
P000333,C000230,Tucker,Dog,Chihuahua,Female,Yes,2014-03-10,82.1,Not Insured,None,Active
P000334,C000230,Bear,Dog,Poodle,Female,Yes,2021-04-13,62.2,Not Insured,None,Active
P000335,C000230,Stella,Dog,Mixed Breed,Female,Yes,2019-12-13,64.5,Not Insured,None,Active
P000336,C000230,Winston,Cat,Domestic Shorthair,Female,Yes,2025-01-14,9.0,Not Insured,None,Active
P000337,C000231,Coco,Dog,French Bulldog,Male,Yes,2014-03-11,37.1,Not Insured,None,Inactive
P000338,C000232,Scout,Dog,Great Dane,Male,Yes,2014-11-07,70.5,Not Insured,None,Active
P000339,C000233,Bella,Other,Guinea Pig,Male,Yes,2021-09-06,7.0,Insured,None,Active
P000340,C000234,Jasper,Dog,Chihuahua,Female,Yes,2025-09-17,51.2,Not Insured,Heart Disease,Active
P000341,C000234,Finn,Dog,German Shepherd,Male,No,2019-07-09,15.7,Not Insured,None,Active
P000342,C000235,Murphy,Cat,Domestic Longhair,Male,No,2018-03-16,19.4,Not Insured,None,Active
P000343,C000236,Stella,Dog,Australian Shepherd,Female,Yes,2017-10-13,59.7,Not Insured,None,Active
P000344,C000236,Coco,Other,Rat,Male,Yes,2019-01-10,6.6,Insured,Diabetes,Active
P000345,C000237,Hazel,Cat,Maine Coon,Male,No,2013-01-24,9.2,Not Insured,None,Active
P000346,C000238,Willow,Cat,Domestic Shorthair,Male,Yes,2011-09-02,10.0,Not Insured,Allergies,Active
P000347,C000238,Lola,Cat,Maine Coon,Female,Yes,2025-07-25,9.6,Not Insured,Arthritis,Deceased
P000348,C000239,Ruby,Dog,Great Dane,Male,Yes,2012-09-18,66.1,Not Insured,Arthritis,Active
P000349,C000239,Cooper,Dog,Mixed Breed,Male,Yes,2024-10-24,39.9,Not Insured,None,Active
P000350,C000240,Finn,Dog,Poodle,Male,Yes,2017-04-18,12.9,Insured,None,Active
P000351,C000240,Rocky,Dog,Boxer,Female,Yes,2017-04-19,32.9,Insured,Kidney Disease,Active
P000352,C000241,Tucker,Dog,Chihuahua,Female,No,2019-07-29,80.7,Not Insured,Seizure Disorder,Active
P000353,C000242,Rosie,Dog,Great Dane,Male,No,2013-04-03,14.6,Insured,None,Active
P000354,C000243,Scout,Dog,Boxer,Female,Yes,2022-02-19,19.4,Not Insured,None,Active
P000355,C000243,Hazel,Dog,Poodle,Male,Yes,2021-06-24,64.6,Not Insured,Arthritis,Active
P000356,C000243,Daisy,Dog,Beagle,Male,Yes,2024-07-30,6.3,Insured,None,Active
P000357,C000244,Penny,Dog,Golden Retriever,Female,Yes,2014-08-02,33.4,Not Insured,None,Active
P000358,C000245,Luna,Dog,Chihuahua,Male,Yes,2018-02-13,81.5,Insured,Diabetes,Active
P000359,C000245,Biscuit,Cat,Ragdoll,Female,Yes,2023-02-16,19.0,Not Insured,None,Active
P000360,C000246,Teddy,Cat,Russian Blue,Male,Yes,2025-08-19,14.8,Insured,Allergies,Active
P000361,C000247,Oliver,Dog,Australian Shepherd,Female,Yes,2018-08-17,57.0,Insured,None,Active
P000362,C000248,Pepper,Dog,Yorkshire Terrier,Male,Yes,2021-02-25,59.8,Not Insured,None,Active
P000363,C000249,Milo,Dog,French Bulldog,Male,No,2023-06-23,83.2,Not Insured,Arthritis,Active
P000364,C000250,Zoe,Cat,Persian,Female,Yes,2022-12-23,7.1,Insured,None,Active
P000365,C000251,Poppy,Cat,Siamese,Male,Yes,2017-07-03,19.9,Not Insured,None,Active
P000366,C000251,Ginger,Cat,Maine Coon,Male,Yes,2016-08-09,13.7,Not Insured,Arthritis,Active
P000367,C000252,Bear,Dog,Boxer,Female,Yes,2020-05-10,41.8,Not Insured,Heart Disease,Active
P000368,C000253,Willow,Dog,Yorkshire Terrier,Male,Yes,2015-09-13,14.8,Not Insured,None,Active
P000369,C000254,Zoe,Dog,Poodle,Male,Yes,2019-10-11,11.6,Not Insured,None,Active
P000370,C000255,Tucker,Dog,Great Dane,Male,Yes,2021-07-10,31.3,Not Insured,None,Active
P000371,C000256,Lucy,Dog,Beagle,Male,Yes,2014-12-19,64.4,Not Insured,Arthritis,Active
P000372,C000257,Nala,Dog,French Bulldog,Male,Yes,2018-04-11,27.8,Not Insured,None,Active
P000373,C000258,Scout,Cat,Ragdoll,Female,Yes,2017-10-10,19.5,Insured,None,Active
P000374,C000259,Duke,Rabbit,Mixed Breed,Female,Yes,2015-12-23,11.4,Not Insured,None,Active
P000375,C000259,Penny,Cat,Russian Blue,Female,Yes,2020-06-14,9.0,Not Insured,None,Active
P000376,C000260,Finn,Cat,Ragdoll,Male,Yes,2021-06-02,15.1,Insured,Allergies,Active
P000377,C000261,Ruby,Dog,Mixed Breed,Male,Yes,2024-02-14,43.3,Not Insured,None,Active
P000378,C000262,Pepper,Dog,Poodle,Female,Yes,2015-11-28,17.2,Not Insured,None,Active
P000379,C000263,Ginger,Dog,German Shepherd,Male,No,2024-02-26,20.2,Insured,Allergies,Active
P000380,C000263,Bella,Dog,Poodle,Female,Yes,2021-05-22,44.5,Not Insured,Allergies,Active
P000381,C000263,Jasper,Dog,French Bulldog,Female,Yes,2023-04-29,73.4,Insured,None,Active
P000382,C000264,Luna,Dog,Golden Retriever,Female,Yes,2024-11-28,38.2,Not Insured,None,Active
P000383,C000264,Molly,Dog,Australian Shepherd,Female,No,2021-04-17,48.9,Insured,Heart Disease,Active
P000384,C000264,Cooper,Dog,Beagle,Male,Yes,2022-09-13,25.2,Insured,None,Active
P000385,C000265,Stella,Dog,Great Dane,Male,Yes,2019-04-02,8.6,Not Insured,None,Active
P000386,C000266,Leo,Dog,Boxer,Female,Yes,2023-01-11,50.6,Insured,None,Active
P000387,C000267,Tucker,Dog,French Bulldog,Male,Yes,2020-04-17,37.8,Insured,None,Active
P000388,C000268,Bear,Dog,Australian Shepherd,Male,Yes,2016-10-28,48.1,Not Insured,Diabetes,Active
P000389,C000268,Pepper,Dog,German Shepherd,Female,Yes,2024-01-21,72.5,Not Insured,None,Active
P000390,C000269,Jasper,Dog,Poodle,Male,Yes,2020-07-19,14.7,Insured,Kidney Disease,Active
P000391,C000270,Murphy,Dog,French Bulldog,Male,Yes,2021-08-16,74.6,Insured,None,Active
P000392,C000271,Blue,Cat,Russian Blue,Female,Yes,2019-01-14,14.8,Not Insured,Arthritis,Active
P000393,C000272,Coco,Dog,Poodle,Male,Yes,2025-01-03,87.0,Not Insured,None,Active
P000394,C000273,Milo,Dog,Poodle,Female,Yes,2019-12-06,72.1,Not Insured,Diabetes,Active
P000395,C000273,Molly,Cat,Domestic Longhair,Male,Yes,2025-05-13,13.1,Not Insured,None,Active
P000396,C000274,Coco,Cat,Maine Coon,Female,Yes,2017-01-14,14.2,Not Insured,None,Active
P000397,C000275,Max,Cat,Siamese,Male,Yes,2019-12-07,7.0,Not Insured,None,Active
P000398,C000275,Winston,Rabbit,Netherland Dwarf,Male,Yes,2016-07-27,1.6,Not Insured,None,Active
P000399,C000276,Mochi,Dog,Mixed Breed,Female,Yes,2021-01-24,48.8,Not Insured,Heart Disease,Active
P000400,C000277,Ruby,Cat,Bengal,Female,Yes,2017-02-28,8.7,Not Insured,Arthritis,Active
P000401,C000278,Rocky,Dog,Labrador Retriever,Female,Yes,2024-03-24,17.3,Not Insured,None,Active
P000402,C000279,Winston,Dog,Poodle,Male,Yes,2021-07-11,92.6,Not Insured,None,Active
P000403,C000280,Pepper,Dog,Labrador Retriever,Female,Yes,2018-01-16,86.3,Not Insured,Heart Disease,Active
P000404,C000280,Milo,Dog,Beagle,Female,No,2011-11-10,30.2,Not Insured,None,Active
P000405,C000280,Bailey,Dog,Poodle,Female,Yes,2016-08-14,11.5,Not Insured,None,Active
P000406,C000281,Max,Cat,Persian,Male,Yes,2011-12-10,8.4,Not Insured,None,Active
P000407,C000282,Rocky,Other,Ferret,Female,Yes,2019-04-09,8.4,Insured,None,Active
P000408,C000283,Nala,Dog,Poodle,Female,Yes,2013-08-13,94.4,Not Insured,None,Active
P000409,C000283,Leo,Dog,Beagle,Female,Yes,2025-08-31,21.2,Insured,None,Active
P000410,C000284,Bear,Dog,Great Dane,Male,Yes,2015-10-21,5.8,Not Insured,None,Active
P000411,C000285,Coco,Dog,Golden Retriever,Female,Yes,2017-10-02,56.8,Not Insured,Allergies,Active
P000412,C000286,Tucker,Dog,Great Dane,Male,Yes,2019-03-22,95.4,Not Insured,Heart Disease,Active
P000413,C000286,Zoe,Cat,Domestic Shorthair,Female,Yes,2018-06-13,8.3,Not Insured,None,Active
P000414,C000286,Molly,Cat,Ragdoll,Male,Yes,2020-01-11,8.8,Not Insured,None,Active
P000415,C000286,Nala,Dog,Poodle,Female,Yes,2024-09-29,72.4,Not Insured,Arthritis,Active
P000416,C000287,Mochi,Cat,Maine Coon,Female,Yes,2018-03-13,16.4,Not Insured,Arthritis,Inactive
P000417,C000288,Lola,Dog,Great Dane,Female,Yes,2020-10-07,50.4,Not Insured,None,Active
P000418,C000289,Blue,Cat,Ragdoll,Female,Yes,2020-09-30,10.0,Insured,Allergies,Active
P000419,C000289,Pepper,Dog,Australian Shepherd,Female,Yes,2022-01-02,78.0,Not Insured,None,Active
P000420,C000290,Lola,Cat,Persian,Female,Yes,2020-02-17,13.3,Not Insured,None,Active
P000421,C000291,Bear,Dog,Australian Shepherd,Male,No,2019-08-08,77.0,Insured,None,Active
P000422,C000292,Pepper,Rabbit,Mixed Breed,Female,Yes,2019-10-12,2.3,Not Insured,None,Active
P000423,C000293,Charlie,Dog,Golden Retriever,Female,Yes,2020-08-12,12.4,Not Insured,None,Active
P000424,C000293,Jasper,Cat,Bengal,Male,Yes,2019-10-30,6.5,Not Insured,None,Active
P000425,C000294,Jasper,Dog,Golden Retriever,Male,Yes,2022-09-10,58.7,Not Insured,Allergies,Active
P000426,C000295,Leo,Dog,Great Dane,Male,Yes,2017-11-08,86.8,Not Insured,None,Active
P000427,C000296,Ruby,Cat,Siamese,Female,Yes,2018-03-29,13.9,Not Insured,None,Active
P000428,C000297,Luna,Dog,Poodle,Female,Yes,2025-03-01,37.8,Not Insured,None,Active
P000429,C000298,Buddy,Dog,French Bulldog,Male,Yes,2024-08-02,93.8,Not Insured,Heart Disease,Active
P000430,C000299,Jasper,Cat,Domestic Shorthair,Male,Yes,2025-02-06,7.3,Not Insured,Kidney Disease,Active
P000431,C000300,Bailey,Dog,Beagle,Male,Yes,2013-03-20,28.2,Not Insured,None,Active
P000432,C000300,Mochi,Dog,Golden Retriever,Male,Yes,2020-06-21,11.9,Insured,None,Active
P000433,C000301,Oliver,Dog,Chihuahua,Male,Yes,2023-06-10,84.4,Insured,None,Active
P000434,C000301,Molly,Other,Hamster,Male,Yes,2025-07-20,10.9,Not Insured,None,Active
P000435,C000302,Blue,Dog,French Bulldog,Male,Yes,2019-12-07,46.1,Insured,None,Active
P000436,C000303,Buddy,Dog,Mixed Breed,Female,Yes,2021-01-10,37.9,Not Insured,Seizure Disorder,Active
P000437,C000304,Teddy,Dog,Mixed Breed,Male,Yes,2025-08-13,92.1,Insured,None,Active
P000438,C000305,Willow,Dog,Great Dane,Male,Yes,2025-01-22,38.1,Insured,None,Active
P000439,C000306,Lucy,Dog,Boxer,Female,No,2023-06-27,99.3,Not Insured,None,Active
P000440,C000307,Jasper,Dog,French Bulldog,Female,Yes,2019-08-27,5.3,Not Insured,None,Active
P000441,C000307,Cooper,Cat,Siamese,Female,Yes,2015-12-31,9.7,Not Insured,Diabetes,Active
P000442,C000307,Poppy,Other,Hamster,Male,No,2022-01-11,2.6,Not Insured,None,Active
P000443,C000308,Coco,Cat,Siamese,Male,Yes,2022-12-30,5.4,Not Insured,None,Active
P000444,C000309,Lola,Dog,Chihuahua,Male,Yes,2017-02-17,26.0,Not Insured,None,Active
P000445,C000309,Rosie,Rabbit,Holland Lop,Female,Yes,2018-10-06,11.1,Not Insured,Kidney Disease,Active
P000446,C000310,Zoe,Dog,Yorkshire Terrier,Female,Yes,2015-03-04,38.4,Not Insured,None,Active
P000447,C000310,Milo,Dog,Chihuahua,Female,Yes,2018-06-21,31.5,Not Insured,None,Active
P000448,C000311,Cooper,Dog,Mixed Breed,Male,Yes,2018-11-08,15.2,Insured,None,Active
P000449,C000312,Willow,Dog,Beagle,Male,Yes,2020-12-15,19.3,Insured,Diabetes,Active
P000450,C000312,Teddy,Cat,Persian,Female,Yes,2015-06-24,11.2,Not Insured,None,Active
P000451,C000313,Ruby,Dog,Yorkshire Terrier,Male,Yes,2012-11-24,94.7,Not Insured,None,Active
P000452,C000313,Coco,Dog,Chihuahua,Male,Yes,2014-06-02,84.8,Not Insured,None,Active
P000453,C000314,Bailey,Cat,Domestic Shorthair,Female,Yes,2020-05-16,14.0,Not Insured,None,Active
P000454,C000315,Luna,Dog,Great Dane,Female,Yes,2015-12-10,41.4,Not Insured,None,Active
P000455,C000316,Finn,Dog,Yorkshire Terrier,Male,No,2013-03-22,46.0,Not Insured,Kidney Disease,Active
P000456,C000317,Ginger,Cat,Persian,Male,No,2021-08-20,6.8,Insured,None,Active
P000457,C000318,Tucker,Dog,German Shepherd,Male,Yes,2021-11-14,75.8,Not Insured,Kidney Disease,Active
P000458,C000318,Coco,Dog,Australian Shepherd,Male,Yes,2018-04-13,69.2,Not Insured,None,Active
P000459,C000318,Willow,Cat,Persian,Male,Yes,2022-01-16,8.1,Insured,None,Deceased
P000460,C000318,Pepper,Cat,Maine Coon,Female,Yes,2016-07-04,7.6,Insured,None,Inactive
P000461,C000319,Duke,Dog,Labrador Retriever,Male,Yes,2018-01-19,88.5,Not Insured,None,Active
P000462,C000320,Bailey,Dog,Yorkshire Terrier,Female,Yes,2012-11-01,12.9,Not Insured,None,Active
P000463,C000321,Poppy,Bird,African Grey,Male,Yes,2025-06-25,8.9,Not Insured,None,Active
P000464,C000321,Ruby,Cat,Russian Blue,Female,No,2025-10-09,18.5,Not Insured,None,Active
P000465,C000322,Scout,Dog,French Bulldog,Male,Yes,2012-07-27,7.5,Insured,None,Active
P000466,C000323,Molly,Dog,Chihuahua,Male,Yes,2012-10-25,77.3,Insured,None,Active
P000467,C000324,Mochi,Dog,Great Dane,Female,Yes,2025-11-03,97.8,Not Insured,Allergies,Deceased
P000468,C000324,Jasper,Dog,Golden Retriever,Female,Yes,2020-04-26,13.3,Insured,None,Active
P000469,C000325,Molly,Cat,Persian,Male,Yes,2023-04-14,6.2,Not Insured,Allergies,Active
P000470,C000325,Leo,Dog,Beagle,Male,Yes,2023-05-10,49.6,Not Insured,None,Active
P000471,C000325,Rocky,Dog,Beagle,Female,No,2020-10-10,23.2,Insured,Heart Disease,Active
P000472,C000325,Willow,Dog,Poodle,Male,No,2021-01-30,94.6,Insured,None,Active
P000473,C000326,Bear,Cat,Domestic Longhair,Male,No,2017-01-15,6.1,Insured,Arthritis,Active
P000474,C000327,Bailey,Cat,Domestic Longhair,Female,Yes,2016-08-14,14.8,Not Insured,Seizure Disorder,Deceased
P000475,C000328,Sadie,Cat,Siamese,Male,Yes,2022-02-09,16.1,Not Insured,Allergies,Active
P000476,C000328,Rocky,Cat,Bengal,Male,Yes,2025-08-02,18.6,Insured,Allergies,Active
P000477,C000328,Nala,Dog,Boxer,Male,Yes,2023-03-14,63.0,Not Insured,Arthritis,Active
P000478,C000329,Poppy,Dog,Australian Shepherd,Male,Yes,2019-04-29,90.0,Not Insured,None,Active
P000479,C000330,Nala,Cat,Maine Coon,Male,Yes,2006-10-30,13.4,Not Insured,None,Active
P000480,C000331,Luna,Reptile,Turtle,Male,Yes,2022-08-01,6.0,Insured,Allergies,Active
P000481,C000332,Jasper,Dog,Mixed Breed,Female,Yes,2020-12-19,4.4,Not Insured,None,Active
P000482,C000332,Jasper,Cat,Ragdoll,Male,Yes,2025-04-10,8.7,Not Insured,Diabetes,Active
P000483,C000333,Teddy,Dog,Labrador Retriever,Female,Yes,2017-11-07,38.7,Not Insured,Heart Disease,Active
P000484,C000333,Teddy,Cat,Maine Coon,Male,Yes,2013-12-19,13.4,Not Insured,Diabetes,Active
P000485,C000334,Blue,Dog,Beagle,Male,Yes,2025-01-04,36.0,Insured,Diabetes,Active
P000486,C000334,Nala,Dog,Golden Retriever,Female,Yes,2017-09-07,44.1,Not Insured,None,Active
P000487,C000335,Leo,Cat,Russian Blue,Male,No,2022-05-19,6.8,Insured,None,Active
P000488,C000336,Coco,Cat,Domestic Shorthair,Female,No,2017-01-11,9.7,Not Insured,None,Active
P000489,C000337,Bailey,Dog,Boxer,Male,Yes,2012-12-11,80.9,Insured,Arthritis,Active
P000490,C000337,Zoe,Cat,Russian Blue,Female,Yes,2023-03-21,6.5,Not Insured,None,Active
P000491,C000338,Jasper,Dog,Australian Shepherd,Female,Yes,2019-07-14,96.9,Not Insured,Allergies,Active
P000492,C000338,Buddy,Dog,French Bulldog,Male,Yes,2020-09-02,17.8,Not Insured,None,Active
P000493,C000339,Cooper,Dog,Chihuahua,Female,Yes,2020-04-27,80.8,Insured,None,Active
P000494,C000340,Oliver,Cat,Domestic Shorthair,Female,Yes,2016-06-18,11.7,Not Insured,None,Active
P000495,C000340,Pepper,Cat,Domestic Shorthair,Female,Yes,2012-09-30,19.6,Not Insured,None,Active
P000496,C000340,Jasper,Dog,Labrador Retriever,Male,Yes,2023-06-01,91.4,Not Insured,None,Active
P000497,C000341,Sadie,Dog,Great Dane,Male,Yes,2023-09-15,79.7,Not Insured,None,Active
